video_id,youtube_url,category_1,category_2,rank,task_id,status,error
DScvgRQnbo8,https://www.youtube.com/watch?v=DScvgRQnbo8,Arts and Entertainment,Costumes,74,5014,ok,
Q8jc1PGgI0Q,https://www.youtube.com/watch?v=Q8jc1PGgI0Q,Arts and Entertainment,Costumes,57,24294,ok,
ytoQLJ32ahw,https://www.youtube.com/watch?v=ytoQLJ32ahw,Arts and Entertainment,Exhibited Arts,81,118580,ok,
cV3i6tCyK18,https://www.youtube.com/watch?v=cV3i6tCyK18,Arts and Entertainment,Music,7,25360,ok,
HUzYED9mEF4,https://www.youtube.com/watch?v=HUzYED9mEF4,Arts and Entertainment,Music,33,20097,ok,
BdlYw_hxCgE,https://www.youtube.com/watch?v=BdlYw_hxCgE,Arts and Entertainment,Music,88,25360,ok,
0maN3ioLkPk,https://www.youtube.com/watch?v=0maN3ioLkPk,Arts and Entertainment,Books,41,57710,failed,ERROR: [youtube] 0maN3ioLkPk: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
_vxCkRxCXO0,https://www.youtube.com/watch?v=_vxCkRxCXO0,Arts and Entertainment,Music,17,25359,ok,
beOrFEiKNhQ,https://www.youtube.com/watch?v=beOrFEiKNhQ,Arts and Entertainment,Costumes,13,37408,ok,
pZFh3UwCAHM,https://www.youtube.com/watch?v=pZFh3UwCAHM,Arts and Entertainment,Music,130,57281,ok,
dkr1yDgXPU4,https://www.youtube.com/watch?v=dkr1yDgXPU4,Arts and Entertainment,Music,16,83584,failed,ERROR: [youtube] dkr1yDgXPU4: Video unavailable
ulXQh9i4jtE,https://www.youtube.com/watch?v=ulXQh9i4jtE,Arts and Entertainment,Music,1,47055,ok,
5Hc_a-s9Qik,https://www.youtube.com/watch?v=5Hc_a-s9Qik,Arts and Entertainment,Costumes,21,37354,failed,ERROR: [youtube] 5Hc_a-s9Qik: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
K2qNEKOkoFs,https://www.youtube.com/watch?v=K2qNEKOkoFs,Arts and Entertainment,Music,47,80078,ok,
yjB4UUH024Q,https://www.youtube.com/watch?v=yjB4UUH024Q,Arts and Entertainment,Music,122,115236,ok,
rO_ceXyIvw8,https://www.youtube.com/watch?v=rO_ceXyIvw8,Arts and Entertainment,Music,68,50520,ok,
i3D_B0Qac9Y,https://www.youtube.com/watch?v=i3D_B0Qac9Y,Arts and Entertainment,Music,20,12171,ok,
gTV14SuquyU,https://www.youtube.com/watch?v=gTV14SuquyU,Arts and Entertainment,Music,101,43037,failed,ERROR: [youtube] gTV14SuquyU: Video unavailable
JOekJnMGoSI,https://www.youtube.com/watch?v=JOekJnMGoSI,Arts and Entertainment,Music,94,83580,ok,
xcUAQ4cfYIU,https://www.youtube.com/watch?v=xcUAQ4cfYIU,Arts and Entertainment,Music,164,80941,ok,
Dc4T_REdwyE,https://www.youtube.com/watch?v=Dc4T_REdwyE,Arts and Entertainment,Costumes,193,37410,ok,
163fi-SQC_8,https://www.youtube.com/watch?v=163fi-SQC_8,Arts and Entertainment,Exhibited Arts,45,118580,ok,
zgGgzeHEmS0,https://www.youtube.com/watch?v=zgGgzeHEmS0,Arts and Entertainment,Music,12,75175,ok,
tqIp9wf8yxE,https://www.youtube.com/watch?v=tqIp9wf8yxE,Arts and Entertainment,Music,94,47061,ok,
UFUNIhYYs68,https://www.youtube.com/watch?v=UFUNIhYYs68,Arts and Entertainment,Performing Arts,149,30777,ok,
oGAiw_7iXrI,https://www.youtube.com/watch?v=oGAiw_7iXrI,Arts and Entertainment,Music,137,82226,ok,
vQ289kp75Tc,https://www.youtube.com/watch?v=vQ289kp75Tc,Arts and Entertainment,Music,46,99858,ok,
mnAMR_7LKcg,https://www.youtube.com/watch?v=mnAMR_7LKcg,Arts and Entertainment,Costumes,122,37397,ok,
2Fpc9s1m8LI,https://www.youtube.com/watch?v=2Fpc9s1m8LI,Arts and Entertainment,Music,36,65427,ok,
yWm9tHQ5YEw,https://www.youtube.com/watch?v=yWm9tHQ5YEw,Arts and Entertainment,Costumes,70,37408,ok,
t457Fia21Z4,https://www.youtube.com/watch?v=t457Fia21Z4,Arts and Entertainment,Music,117,43030,ok,
MUEGZo6k30A,https://www.youtube.com/watch?v=MUEGZo6k30A,Arts and Entertainment,Music,91,25340,ok,
8h4woLHZnYM,https://www.youtube.com/watch?v=8h4woLHZnYM,Arts and Entertainment,Music,143,117054,failed,ERROR: [youtube] 8h4woLHZnYM: Video unavailable
Wf0iEB5KkX4,https://www.youtube.com/watch?v=Wf0iEB5KkX4,Arts and Entertainment,Music,29,99858,ok,
Ny9mp7_qMYs,https://www.youtube.com/watch?v=Ny9mp7_qMYs,Arts and Entertainment,Music,157,25362,ok,
cZa_CjJixdQ,https://www.youtube.com/watch?v=cZa_CjJixdQ,Arts and Entertainment,Music,87,80107,ok,
-X-fIfLFtvM,https://www.youtube.com/watch?v=-X-fIfLFtvM,Arts and Entertainment,Music,167,72868,ok,
cM1fmOFSzOg,https://www.youtube.com/watch?v=cM1fmOFSzOg,Arts and Entertainment,Movies,121,14438,ok,
yXd0Qpi6GIQ,https://www.youtube.com/watch?v=yXd0Qpi6GIQ,Arts and Entertainment,Music,36,9757,ok,
5V6FJZkvqQU,https://www.youtube.com/watch?v=5V6FJZkvqQU,Arts and Entertainment,Books,87,107854,ok,
PuXGCjMWJ5M,https://www.youtube.com/watch?v=PuXGCjMWJ5M,Arts and Entertainment,Music,25,50529,failed,ERROR: [youtube] PuXGCjMWJ5M: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
bfK8lQZaq_8,https://www.youtube.com/watch?v=bfK8lQZaq_8,Arts and Entertainment,Music,92,99856,ok,
U3aFvN5-kaI,https://www.youtube.com/watch?v=U3aFvN5-kaI,Arts and Entertainment,Books,111,23146,ok,
Pd4WnsXwdqw,https://www.youtube.com/watch?v=Pd4WnsXwdqw,Arts and Entertainment,Music,103,62840,failed,ERROR: [youtube] Pd4WnsXwdqw: This video is not available
r_Ns8l2EnW0,https://www.youtube.com/watch?v=r_Ns8l2EnW0,Arts and Entertainment,Music,165,57337,ok,
sscoxjsJvFw,https://www.youtube.com/watch?v=sscoxjsJvFw,Arts and Entertainment,Music,4,96192,ok,
aIh3z_5yA6M,https://www.youtube.com/watch?v=aIh3z_5yA6M,Arts and Entertainment,Music,72,67557,ok,
KyIuSOhxmyg,https://www.youtube.com/watch?v=KyIuSOhxmyg,Arts and Entertainment,Music,99,75189,ok,
BL90KO1VYb8,https://www.youtube.com/watch?v=BL90KO1VYb8,Arts and Entertainment,Costumes,143,34058,ok,
drRF_EZPeMk,https://www.youtube.com/watch?v=drRF_EZPeMk,Arts and Entertainment,Music,101,80078,ok,
Cq8LNdq4QD8,https://www.youtube.com/watch?v=Cq8LNdq4QD8,Arts and Entertainment,Music,29,25362,ok,
A1Q2zQ-tIJc,https://www.youtube.com/watch?v=A1Q2zQ-tIJc,Arts and Entertainment,Music,140,50523,ok,
G3a-goH1QF4,https://www.youtube.com/watch?v=G3a-goH1QF4,Arts and Entertainment,Music,123,25362,ok,
1a-Je6ys-g0,https://www.youtube.com/watch?v=1a-Je6ys-g0,Arts and Entertainment,Costumes,45,34058,failed,ERROR: [youtube] 1a-Je6ys-g0: Video unavailable
gA2Gi6m-BfQ,https://www.youtube.com/watch?v=gA2Gi6m-BfQ,Arts and Entertainment,Music,33,83580,ok,
M0N90AO045w,https://www.youtube.com/watch?v=M0N90AO045w,Arts and Entertainment,Books,130,25060,ok,
EdOv1I-hz7g,https://www.youtube.com/watch?v=EdOv1I-hz7g,Arts and Entertainment,Music,17,12171,ok,
I3ia-NaR-7w,https://www.youtube.com/watch?v=I3ia-NaR-7w,Arts and Entertainment,Movies,94,1687,ok,
VEplLGXFLFw,https://www.youtube.com/watch?v=VEplLGXFLFw,Arts and Entertainment,Exhibited Arts,12,118580,failed,ERROR: [youtube] VEplLGXFLFw: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
HTVbEAweIFg,https://www.youtube.com/watch?v=HTVbEAweIFg,Arts and Entertainment,Music,171,117054,ok,
9_Jw9T-dons,https://www.youtube.com/watch?v=9_Jw9T-dons,Arts and Entertainment,Music,137,80075,ok,
u_-uluZ3sRA,https://www.youtube.com/watch?v=u_-uluZ3sRA,Arts and Entertainment,Music,143,83580,ok,
S_xR2VMz9TQ,https://www.youtube.com/watch?v=S_xR2VMz9TQ,Arts and Entertainment,Music,135,25361,ok,
bq9MG8q0EIU,https://www.youtube.com/watch?v=bq9MG8q0EIU,Arts and Entertainment,Music,22,47061,ok,
t7vayvEGBa8,https://www.youtube.com/watch?v=t7vayvEGBa8,Arts and Entertainment,Music,68,52978,failed,ERROR: [youtube] t7vayvEGBa8: Video unavailable
7I4hK4GCRxs,https://www.youtube.com/watch?v=7I4hK4GCRxs,Arts and Entertainment,Music,160,25359,ok,
rlKJtLoGEik,https://www.youtube.com/watch?v=rlKJtLoGEik,Arts and Entertainment,Performing Arts,13,30777,failed,ERROR: [youtube] rlKJtLoGEik: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
V3VOPXNY13w,https://www.youtube.com/watch?v=V3VOPXNY13w,Arts and Entertainment,Carnivals Circuses and Theme Parks,166,33155,failed,ERROR: [youtube] V3VOPXNY13w: Video unavailable
eZk5ON9T7KY,https://www.youtube.com/watch?v=eZk5ON9T7KY,Arts and Entertainment,Costumes,48,34058,failed,ERROR: [youtube] eZk5ON9T7KY: Video unavailable
nUUVSxZ4ohI,https://www.youtube.com/watch?v=nUUVSxZ4ohI,Arts and Entertainment,Music,107,105241,ok,
lVNOuathoj8,https://www.youtube.com/watch?v=lVNOuathoj8,Arts and Entertainment,Music,20,96181,ok,
g8zcx8vlDFs,https://www.youtube.com/watch?v=g8zcx8vlDFs,Arts and Entertainment,Music,132,43003,failed,ERROR: [youtube] g8zcx8vlDFs: Video unavailable
XI99FOGcuIs,https://www.youtube.com/watch?v=XI99FOGcuIs,Arts and Entertainment,Music,160,105231,ok,
xa8rUibn1p0,https://www.youtube.com/watch?v=xa8rUibn1p0,Arts and Entertainment,Music,11,25361,failed,ERROR: [youtube] xa8rUibn1p0: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
3Peer7NUnu4,https://www.youtube.com/watch?v=3Peer7NUnu4,Arts and Entertainment,Music,85,25351,ok,
PwCsbYCFt0g,https://www.youtube.com/watch?v=PwCsbYCFt0g,Arts and Entertainment,Music,151,57337,ok,
ECqK2yBS-rY,https://www.youtube.com/watch?v=ECqK2yBS-rY,Arts and Entertainment,Music,30,83581,ok,
U9D6Z6QJyCo,https://www.youtube.com/watch?v=U9D6Z6QJyCo,Arts and Entertainment,Music,123,65430,ok,
1J8l_5NNlzQ,https://www.youtube.com/watch?v=1J8l_5NNlzQ,Arts and Entertainment,Music,144,99856,ok,
u54LURD5YQ4,https://www.youtube.com/watch?v=u54LURD5YQ4,Arts and Entertainment,Music,3,75189,ok,
dHWXvSehPy4,https://www.youtube.com/watch?v=dHWXvSehPy4,Arts and Entertainment,Music,27,83584,ok,
f8vFVHGHRro,https://www.youtube.com/watch?v=f8vFVHGHRro,Arts and Entertainment,Music,103,43003,failed,ERROR: [youtube] f8vFVHGHRro: Video unavailable
5z-GF1BdSD8,https://www.youtube.com/watch?v=5z-GF1BdSD8,Arts and Entertainment,Music,101,49312,failed,ERROR: [youtube] 5z-GF1BdSD8: Video unavailable
xfcgzYjXwtg,https://www.youtube.com/watch?v=xfcgzYjXwtg,Arts and Entertainment,Costumes,58,37410,ok,
d8-xqWJsW2w,https://www.youtube.com/watch?v=d8-xqWJsW2w,Arts and Entertainment,Music,132,83630,ok,
ms9LFnXzz7A,https://www.youtube.com/watch?v=ms9LFnXzz7A,Arts and Entertainment,Music,17,25360,ok,
O_zgKCKnMnI,https://www.youtube.com/watch?v=O_zgKCKnMnI,Arts and Entertainment,Music,125,83622,ok,
PnfRaKSoyG0,https://www.youtube.com/watch?v=PnfRaKSoyG0,Arts and Entertainment,Music,121,12171,ok,
ntm87aDzj0w,https://www.youtube.com/watch?v=ntm87aDzj0w,Arts and Entertainment,Music,46,96192,failed,ERROR: [youtube] ntm87aDzj0w: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
6OfBxcXG7uY,https://www.youtube.com/watch?v=6OfBxcXG7uY,Arts and Entertainment,Books,107,25067,failed,ERROR: [youtube] 6OfBxcXG7uY: Video unavailable
CWHTCRgPbV4,https://www.youtube.com/watch?v=CWHTCRgPbV4,Arts and Entertainment,Music,3,80941,ok,
d_UndH3i9qc,https://www.youtube.com/watch?v=d_UndH3i9qc,Arts and Entertainment,Carnivals Circuses and Theme Parks,163,33155,ok,
peKJ8XI3Xtk,https://www.youtube.com/watch?v=peKJ8XI3Xtk,Arts and Entertainment,Movies,90,14438,ok,
Xnbf0h8XFsM,https://www.youtube.com/watch?v=Xnbf0h8XFsM,Arts and Entertainment,Music,46,83581,failed,ERROR: [youtube] Xnbf0h8XFsM: Video unavailable
fpuI_Rb55BE,https://www.youtube.com/watch?v=fpuI_Rb55BE,Arts and Entertainment,Music,54,99858,ok,
_4bd9DKv5ps,https://www.youtube.com/watch?v=_4bd9DKv5ps,Arts and Entertainment,Costumes,107,99074,failed,ERROR: [youtube] _4bd9DKv5ps: This video has been removed for violating YouTube's Terms of Service
77_RcyvFhB4,https://www.youtube.com/watch?v=77_RcyvFhB4,Arts and Entertainment,Movies,73,14438,ok,
SsrWqVzTcao,https://www.youtube.com/watch?v=SsrWqVzTcao,Arts and Entertainment,Music,6,9761,ok,
hQs4qhm_eCw,https://www.youtube.com/watch?v=hQs4qhm_eCw,Arts and Entertainment,Performing Arts,136,12748,failed,ERROR: [youtube] hQs4qhm_eCw: Sign in to confirm your age. This video may be inappropriate for some users. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
5cs2iLzIL_g,https://www.youtube.com/watch?v=5cs2iLzIL_g,Arts and Entertainment,Music,25,80075,ok,
Nm-8tD6Fmjk,https://www.youtube.com/watch?v=Nm-8tD6Fmjk,Arts and Entertainment,Music,126,83580,ok,
wJe6EFQPUB8,https://www.youtube.com/watch?v=wJe6EFQPUB8,Arts and Entertainment,Music,33,96180,ok,
5tB_lDXp55s,https://www.youtube.com/watch?v=5tB_lDXp55s,Arts and Entertainment,Music,51,75176,failed,ERROR: [youtube] 5tB_lDXp55s: This video is not available
NtMGzTqJd-w,https://www.youtube.com/watch?v=NtMGzTqJd-w,Arts and Entertainment,Music,109,50210,ok,
r67bJNHYSJc,https://www.youtube.com/watch?v=r67bJNHYSJc,Arts and Entertainment,Music,79,82226,ok,
HzbYTUsqb1w,https://www.youtube.com/watch?v=HzbYTUsqb1w,Arts and Entertainment,Music,63,80084,ok,
I37U52gMFGA,https://www.youtube.com/watch?v=I37U52gMFGA,Arts and Entertainment,Music,127,9762,ok,
lzrPHqzuAFI,https://www.youtube.com/watch?v=lzrPHqzuAFI,Arts and Entertainment,Music,149,43030,ok,
Ohutzt0SqvU,https://www.youtube.com/watch?v=Ohutzt0SqvU,Arts and Entertainment,Costumes,72,99062,ok,
IU9gq0CmLMI,https://www.youtube.com/watch?v=IU9gq0CmLMI,Arts and Entertainment,Books,118,23143,ok,
vgfnioZMsLg,https://www.youtube.com/watch?v=vgfnioZMsLg,Arts and Entertainment,Books,69,23146,failed,ERROR: [youtube] vgfnioZMsLg: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
JXIeYlThLMo,https://www.youtube.com/watch?v=JXIeYlThLMo,Arts and Entertainment,Music,42,52978,ok,
VeOjtkMvBLw,https://www.youtube.com/watch?v=VeOjtkMvBLw,Arts and Entertainment,Music,17,80078,ok,
HQnZsvCGqyE,https://www.youtube.com/watch?v=HQnZsvCGqyE,Arts and Entertainment,Costumes,115,37354,failed,ERROR: [youtube] HQnZsvCGqyE: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
pBk9Bqq9Cag,https://www.youtube.com/watch?v=pBk9Bqq9Cag,Arts and Entertainment,Books,67,25061,ok,
MgNwdWuZsmg,https://www.youtube.com/watch?v=MgNwdWuZsmg,Arts and Entertainment,Books,117,10600,ok,
Kg4yRPuk5uI,https://www.youtube.com/watch?v=Kg4yRPuk5uI,Arts and Entertainment,Music,31,52978,failed,ERROR: [youtube] Kg4yRPuk5uI: Video unavailable
t9mBEAl2Fio,https://www.youtube.com/watch?v=t9mBEAl2Fio,Arts and Entertainment,Costumes,56,37397,ok,
uhbUOEUQGYY,https://www.youtube.com/watch?v=uhbUOEUQGYY,Arts and Entertainment,Music,163,80078,ok,
x1wU4sirBY0,https://www.youtube.com/watch?v=x1wU4sirBY0,Arts and Entertainment,Music,71,105313,ok,
X2osWr2j9Ho,https://www.youtube.com/watch?v=X2osWr2j9Ho,Arts and Entertainment,Music,88,99858,ok,
Xn4L6HTOOSI,https://www.youtube.com/watch?v=Xn4L6HTOOSI,Arts and Entertainment,Costumes,63,24294,failed,ERROR: [youtube] Xn4L6HTOOSI: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
TsPIpQ1vhkc,https://www.youtube.com/watch?v=TsPIpQ1vhkc,Arts and Entertainment,Books,56,25648,ok,
LuNdeZJ-mxU,https://www.youtube.com/watch?v=LuNdeZJ-mxU,Arts and Entertainment,Books,128,10600,ok,
KRI3oMYiJfY,https://www.youtube.com/watch?v=KRI3oMYiJfY,Arts and Entertainment,Music,117,65501,ok,
IxMDPpgJj9U,https://www.youtube.com/watch?v=IxMDPpgJj9U,Arts and Entertainment,Books,166,30994,ok,
41liBn-QNW4,https://www.youtube.com/watch?v=41liBn-QNW4,Arts and Entertainment,Music,24,25340,ok,
cW8tU2cpATg,https://www.youtube.com/watch?v=cW8tU2cpATg,Arts and Entertainment,Books,147,23146,ok,
Dh2H5ui608U,https://www.youtube.com/watch?v=Dh2H5ui608U,Arts and Entertainment,Books,132,30994,ok,
6UXEAoIOPKE,https://www.youtube.com/watch?v=6UXEAoIOPKE,Arts and Entertainment,Music,112,123321,ok,
8ji6AZjS2Ho,https://www.youtube.com/watch?v=8ji6AZjS2Ho,Arts and Entertainment,Music,50,50531,ok,
bGdcfkQsPPs,https://www.youtube.com/watch?v=bGdcfkQsPPs,Arts and Entertainment,Music,167,25351,ok,
ye9ePiNuhb4,https://www.youtube.com/watch?v=ye9ePiNuhb4,Arts and Entertainment,Music,26,65434,ok,
gGRqIY8PqTM,https://www.youtube.com/watch?v=gGRqIY8PqTM,Arts and Entertainment,Costumes,58,37408,ok,
m_no7PBy2P0,https://www.youtube.com/watch?v=m_no7PBy2P0,Arts and Entertainment,Costumes,6,37410,ok,
pK0PuWhkRAU,https://www.youtube.com/watch?v=pK0PuWhkRAU,Arts and Entertainment,Music,92,9761,ok,
cAugfdDM7bA,https://www.youtube.com/watch?v=cAugfdDM7bA,Arts and Entertainment,Music,111,43003,ok,
S5eORi5zWiI,https://www.youtube.com/watch?v=S5eORi5zWiI,Arts and Entertainment,Costumes,11,37397,ok,
KkdgPBy6TvI,https://www.youtube.com/watch?v=KkdgPBy6TvI,Arts and Entertainment,Books,34,107853,ok,
V9JtIjg7Bog,https://www.youtube.com/watch?v=V9JtIjg7Bog,Arts and Entertainment,Music,85,50844,ok,
Hs5gid5x028,https://www.youtube.com/watch?v=Hs5gid5x028,Arts and Entertainment,Music,146,67554,ok,
jjCXCfCV6Xg,https://www.youtube.com/watch?v=jjCXCfCV6Xg,Arts and Entertainment,Music,56,99856,ok,
A6pCl6128zE,https://www.youtube.com/watch?v=A6pCl6128zE,Arts and Entertainment,Music,4,25340,failed,ERROR: [youtube] A6pCl6128zE: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
mRgeey05UNs,https://www.youtube.com/watch?v=mRgeey05UNs,Arts and Entertainment,Music,21,83584,ok,
vTXCxYEZXNo,https://www.youtube.com/watch?v=vTXCxYEZXNo,Arts and Entertainment,Books,104,25061,failed,ERROR: [youtube] vTXCxYEZXNo: Video unavailable
2vaJmrBIjyo,https://www.youtube.com/watch?v=2vaJmrBIjyo,Arts and Entertainment,Books,115,25061,failed,ERROR: [youtube] 2vaJmrBIjyo: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
6TeZtII7maM,https://www.youtube.com/watch?v=6TeZtII7maM,Arts and Entertainment,Music,195,174,failed,ERROR: [youtube] 6TeZtII7maM: Video unavailable
xFjN5GW4fTo,https://www.youtube.com/watch?v=xFjN5GW4fTo,Arts and Entertainment,Music,112,99858,ok,
-UzlO38tX14,https://www.youtube.com/watch?v=-UzlO38tX14,Arts and Entertainment,Costumes,25,44026,ok,
luURyH9fzhk,https://www.youtube.com/watch?v=luURyH9fzhk,Arts and Entertainment,Music,63,25359,ok,
6hvp0sZgOS4,https://www.youtube.com/watch?v=6hvp0sZgOS4,Arts and Entertainment,Music,44,82226,ok,
mmZuCJKjz-4,https://www.youtube.com/watch?v=mmZuCJKjz-4,Arts and Entertainment,Music,132,105313,ok,
zKAXG8otRGA,https://www.youtube.com/watch?v=zKAXG8otRGA,Arts and Entertainment,Music,171,145,ok,
0ikz0LAVXoI,https://www.youtube.com/watch?v=0ikz0LAVXoI,Arts and Entertainment,Music,167,105351,ok,
i1yfmjEOdjM,https://www.youtube.com/watch?v=i1yfmjEOdjM,Arts and Entertainment,Music,69,105351,ok,
murd97gPpdY,https://www.youtube.com/watch?v=murd97gPpdY,Arts and Entertainment,Music,134,80941,ok,
thnF6i3IDBY,https://www.youtube.com/watch?v=thnF6i3IDBY,Arts and Entertainment,Costumes,6,37408,ok,
MAnbXEGjMto,https://www.youtube.com/watch?v=MAnbXEGjMto,Arts and Entertainment,Music,90,99858,ok,
7Bg34eC6ckI,https://www.youtube.com/watch?v=7Bg34eC6ckI,Arts and Entertainment,Music,54,123321,ok,
X3SY2u4pgqU,https://www.youtube.com/watch?v=X3SY2u4pgqU,Arts and Entertainment,Music,158,67557,failed,ERROR: [youtube] X3SY2u4pgqU: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
_OWf7FblHAI,https://www.youtube.com/watch?v=_OWf7FblHAI,Arts and Entertainment,Music,106,50529,ok,
mVnME3PTZic,https://www.youtube.com/watch?v=mVnME3PTZic,Arts and Entertainment,Music,75,25359,ok,
UfcLZRr4VDU,https://www.youtube.com/watch?v=UfcLZRr4VDU,Arts and Entertainment,Music,15,67554,ok,
DgoBO3umJI0,https://www.youtube.com/watch?v=DgoBO3umJI0,Arts and Entertainment,Music,73,50210,failed,ERROR: [youtube] DgoBO3umJI0: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
es4r7hk_Ko4,https://www.youtube.com/watch?v=es4r7hk_Ko4,Arts and Entertainment,Music,74,75176,ok,
kz4JhAqPFIo,https://www.youtube.com/watch?v=kz4JhAqPFIo,Arts and Entertainment,Music,128,99858,ok,
BqTvH5utJNY,https://www.youtube.com/watch?v=BqTvH5utJNY,Arts and Entertainment,Music,104,25360,ok,
_oBNEG8kLfQ,https://www.youtube.com/watch?v=_oBNEG8kLfQ,Arts and Entertainment,Costumes,53,37363,ok,
bgxcWne7uzg,https://www.youtube.com/watch?v=bgxcWne7uzg,Arts and Entertainment,Costumes,89,113375,ok,
Ld-dMS1vpo0,https://www.youtube.com/watch?v=Ld-dMS1vpo0,Arts and Entertainment,Music,115,105313,ok,
3R8hCzBTuLM,https://www.youtube.com/watch?v=3R8hCzBTuLM,Arts and Entertainment,Music,9,115248,failed,ERROR: [youtube] 3R8hCzBTuLM: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
fXEXSOnGFuI,https://www.youtube.com/watch?v=fXEXSOnGFuI,Arts and Entertainment,Costumes,26,44026,ok,
